"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
1253,-12.375934250897,11.7076292827369,1.36327660538703e-11,9.63836560008634e-09,"lmo2840","AL591824.1",2927390,2928631,"-",1242
1240,-12.1841455735073,11.5164713194522,4.08386611359495e-10,1.15467270068839e-07,"serC","AL591824.1",2912595,2913686,"-",1092
269,-12.1745487852689,11.5029516226964,4.89960127590547e-10,1.15467270068839e-07,"cheA","AL591824.1",726413,728269,"+",1857
1249,-12.0729574785347,11.4103526734786,8.19119847648406e-10,1.44779433071856e-07,"lmo2836","AL591824.1",2923236,2924288,"-",1053
164,-11.981891887737,11.3265235041914,1.39708328160526e-09,1.97547576018983e-07,"lmo0383","AL591824.1",406637,408103,"+",1467
24,-3.53786605193026,12.4907788505284,1.83933302627726e-09,2.02295452759986e-07,"lmo0052","AL591824.1",54839,56812,"+",1974
699,-12.0356998640568,11.3686987380457,2.00292527485134e-09,2.02295452759986e-07,"trpE","AL591824.1",1674961,1676325,"-",1365
415,-11.8336270251777,11.1757768949561,1.08487325901965e-08,9.58756742658614e-07,"gbuA","AL591824.1",1043821,1045014,"+",1194
93,-11.8658906821134,11.2026150133135,1.51342446281702e-08,1.18887899467959e-06,"lmo0179","AL591824.1",179174,180052,"+",879
1133,-11.9015782777107,11.2298261181667,2.09378645777193e-08,1.48030702564475e-06,"lmo2581","AL591824.1",2661076,2662164,"-",1089
34,-3.25821963214085,12.2188135624076,2.33812700682581e-08,1.50277799438713e-06,"lmo0066","AL591824.1",72408,74222,"+",1815
565,-11.8345850323427,11.1671033492023,3.17916652693803e-08,1.87305894545432e-06,"lmo1296","AL591824.1",1323794,1325017,"+",1224
551,-11.8100902266233,11.1429785829448,3.93010111819029e-08,2.13737037735426e-06,"lmo1250","AL591824.1",1273473,1274678,"-",1206
664,-11.7508415276493,11.0843028462174,6.01342733679934e-08,3.03678080508366e-06,"mreC","AL591824.1",1580804,1581691,"-",888
748,-11.7705680654351,11.0995855508018,8.29827247115575e-08,3.91125242473808e-06,"purM","AL591824.1",1838614,1839663,"-",1050
835,-11.6874389852969,11.0233466218268,9.53177064600411e-08,4.21185115420307e-06,"lmo1943","AL591824.1",2018258,2019265,"-",1008
673,-11.7437336163444,11.0745729653898,1.0309156212664e-07,4.28739614256087e-06,"dnaB","AL591824.1",1598432,1599808,"-",1377
944,-11.70327790895,11.031557558893,1.2576097113634e-07,4.74620047578771e-06,"lmo2184","AL591824.1",2271444,2272316,"-",873
801,-11.5866645358275,10.9312449818177,1.33701833831837e-07,4.74620047578771e-06,"lmo1869","AL591824.1",1943068,1944051,"-",984
445,-11.595182869113,10.9378568437557,1.34263096910543e-07,4.74620047578771e-06,"lmo1057","AL591824.1",1084853,1085806,"+",954
22,-11.661403314376,10.9966773061728,1.54048094371979e-07,5.18628584385663e-06,"lmo0048","AL591824.1",51775,52389,"+",615
619,-11.5406879455458,10.8855452442018,2.15844837890317e-07,6.9364681994752e-06,"lmo1437","AL591824.1",1469444,1470487,"-",1044
1096,-11.4800177599328,10.8257561991703,2.53961310654498e-07,7.80654985359696e-06,"phoP","AL591824.1",2576836,2577546,"-",711
817,-11.6130973581302,10.94665259806,4.25221885672485e-07,1.25263280487686e-05,"panB","AL591824.1",1976307,1977140,"-",834
15,-11.5043844799095,10.8449920662618,4.68425776639853e-07,1.3247080963375e-05,"lmo0026","AL591824.1",28254,28895,"+",642
453,-11.4679921056502,10.8066564776144,5.94684474528605e-07,1.61708432112202e-05,"lmo1075","AL591824.1",1104863,1105864,"+",1002
323,-11.5120224499725,10.8494804234407,6.18669320987888e-07,1.61999707384606e-05,"lmo0767","AL591824.1",792879,793754,"+",876
103,-11.5617076240827,10.8910347280214,6.57079938070953e-07,1.65912684362916e-05,"sul","AL591824.1",232662,233477,"+",816
484,-11.3884796669355,10.7337098427508,7.22243572148961e-07,1.76078001899764e-05,"lmo1126","AL591824.1",1160778,1161230,"+",453
1202,-2.04562101228962,12.0134264365512,1.34547344252233e-06,3.17083241287763e-05,"lmo2751","AL591824.1",2826515,2828236,"+",1722
158,-2.73275011573614,11.708095747548,1.41004890884853e-06,3.2158212211481e-05,"lmo0358","AL591824.1",385386,386780,"+",1395
339,-11.3005533085104,10.6476231263369,1.55499639316085e-06,3.43557015613975e-05,"lmo0853","AL591824.1",891848,892189,"+",342
803,-11.3210624179186,10.6696405539528,1.62684757158878e-06,3.48539767610082e-05,"lmo1874","AL591824.1",1947914,1948858,"-",945
